0,0001	1000	0,99	0,00505233	76
0,0001	1000	0,99	0,00467332	70
0,0001	1000	0,99	0,00391930	106
0,0001	1000	0,99	0,00390906	66
0,0001	1000	0,99	0,00504170	66
0,0001	1000	0,99	0,00391920	89
0,0001	1000	0,99	0,00497172	84
0,0001	1000	0,99	0,00395078	76
0,0001	1000	0,99	0,00410789	82
0,0001	1000	0,99	0,00616125	78
0,0001	10000	0,99	0,00706841	65
0,0001	10000	0,99	0,00542356	98
0,0001	10000	0,99	0,00577339	77
0,0001	10000	0,99	0,00448336	68
0,0001	10000	0,99	0,00640303	69
0,0001	10000	0,99	0,00582054	103
0,0001	10000	0,99	0,00474675	79
0,0001	10000	0,99	0,00576619	79
0,0001	10000	0,99	0,00549479	69
0,0001	10000	0,99	0,00446981	93
0,0001	100000	0,99	0,00525974	72
0,0001	100000	0,99	0,00588459	79
0,0001	100000	0,99	0,00871230	87
0,0001	100000	0,99	0,00493319	79
0,0001	100000	0,99	0,00506234	79
0,0001	100000	0,99	0,00500274	86
0,0001	100000	0,99	0,00574983	79
0,0001	100000	0,99	0,00636042	96
0,0001	100000	0,99	0,00551614	78
0,0001	100000	0,99	0,00655087	79
0,0001	1000	0,995	0,00832965	86
0,0001	1000	0,995	0,00787489	73
0,0001	1000	0,995	0,00919630	71
0,0001	1000	0,995	0,00834640	68
0,0001	1000	0,995	0,00905292	75
0,0001	1000	0,995	0,01003622	62
0,0001	1000	0,995	0,00932594	79
0,0001	1000	0,995	0,00845484	78
0,0001	1000	0,995	0,00878820	78
0,0001	1000	0,995	0,00793677	73
0,0001	10000	0,995	0,00979664	53
0,0001	10000	0,995	0,01007142	69
0,0001	10000	0,995	0,01237221	79
0,0001	10000	0,995	0,00894535	71
0,0001	10000	0,995	0,00974898	84
0,0001	10000	0,995	0,00909904	61
0,0001	10000	0,995	0,01149950	57
0,0001	10000	0,995	0,00985494	89
0,0001	10000	0,995	0,01216448	82
0,0001	10000	0,995	0,01046230	72
0,0001	100000	0,995	0,01004529	66
0,0001	100000	0,995	0,01058229	78
0,0001	100000	0,995	0,01011467	74
0,0001	100000	0,995	0,01106804	60
0,0001	100000	0,995	0,01116224	75
0,0001	100000	0,995	0,01175161	51
0,0001	100000	0,995	0,01105094	69
0,0001	100000	0,995	0,01090429	77
0,0001	100000	0,995	0,01036599	69
0,0001	100000	0,995	0,01001532	62
0,0001	1000	0,9995	0,08534131	65
0,0001	1000	0,9995	0,08409600	63
0,0001	1000	0,9995	0,08369949	57
0,0001	1000	0,9995	0,09103776	59
0,0001	1000	0,9995	0,08342265	60
0,0001	1000	0,9995	0,08234879	62
0,0001	1000	0,9995	0,08225272	58
0,0001	1000	0,9995	0,08356297	55
0,0001	1000	0,9995	0,09149668	52
0,0001	1000	0,9995	0,08450195	60
0,0001	10000	0,9995	0,10075465	59
0,0001	10000	0,9995	0,09276367	59
0,0001	10000	0,9995	0,09807179	60
0,0001	10000	0,9995	0,09887991	56
0,0001	10000	0,9995	0,10397565	64
0,0001	10000	0,9995	0,09947847	62
0,0001	10000	0,9995	0,09922141	55
0,0001	10000	0,9995	0,09672325	63
0,0001	10000	0,9995	0,09714954	58
0,0001	10000	0,9995	0,11183255	61
0,0001	100000	0,9995	0,13113383	63
0,0001	100000	0,9995	0,10864247	58
0,0001	100000	0,9995	0,10541656	63
0,0001	100000	0,9995	0,10823832	66
0,0001	100000	0,9995	0,10576742	65
0,0001	100000	0,9995	0,10744773	64
0,0001	100000	0,9995	0,10677342	58
0,0001	100000	0,9995	0,11270270	63
0,0001	100000	0,9995	0,11634017	61
0,0001	100000	0,9995	0,10695419	58
0,0001	1000	0,9999	0,42728298	56
0,0001	1000	0,9999	0,45678918	54
0,0001	1000	0,9999	0,44085235	52
0,0001	1000	0,9999	0,42861700	56
0,0001	1000	0,9999	0,44489102	55
0,0001	1000	0,9999	0,41977347	53
0,0001	1000	0,9999	0,42669502	59
0,0001	1000	0,9999	0,41453632	55
0,0001	1000	0,9999	0,43199810	56
0,0001	1000	0,9999	0,42250837	43
0,0001	10000	0,9999	0,48002433	52
0,0001	10000	0,9999	0,52278300	48
0,0001	10000	0,9999	0,49248535	51
0,0001	10000	0,9999	0,47865739	58
0,0001	10000	0,9999	0,50341883	59
0,0001	10000	0,9999	0,47419129	50
0,0001	10000	0,9999	0,48713707	50
0,0001	10000	0,9999	0,49845310	47
0,0001	10000	0,9999	0,49822544	55
0,0001	10000	0,9999	0,49119772	50
0,0001	100000	0,9999	0,55101488	50
0,0001	100000	0,9999	0,56029811	53
0,0001	100000	0,9999	0,53292399	59
0,0001	100000	0,9999	0,54022860	57
0,0001	100000	0,9999	0,59011650	59
0,0001	100000	0,9999	0,57706173	59
0,0001	100000	0,9999	0,55608083	52
0,0001	100000	0,9999	0,58332597	47
0,0001	100000	0,9999	0,56251197	47
0,0001	100000	0,9999	0,66888930	56
0,0001	1000	0,999	0,05035566	62
0,0001	1000	0,999	0,04945046	53
0,0001	1000	0,999	0,04901733	67
0,0001	1000	0,999	0,04329006	60
0,0001	1000	0,999	0,05278118	60
0,0001	1000	0,999	0,05239970	67
0,0001	1000	0,999	0,06230696	64
0,0001	1000	0,999	0,08442106	62
0,0001	1000	0,999	0,09940507	65
0,0001	1000	0,999	0,06253066	69
0,0001	10000	0,999	0,06585733	63
0,0001	10000	0,999	0,07837071	63
0,0001	10000	0,999	0,06528629	62
0,0001	10000	0,999	0,05319185	52
0,0001	10000	0,999	0,05680359	73
0,0001	10000	0,999	0,05948458	65
0,0001	10000	0,999	0,06746589	71
0,0001	10000	0,999	0,05388375	68
0,0001	10000	0,999	0,05482761	57
0,0001	10000	0,999	0,04861581	67
0,0001	100000	0,999	0,06560331	70
0,0001	100000	0,999	0,05903076	61
0,0001	100000	0,999	0,05915286	57
0,0001	100000	0,999	0,06207617	61
0,0001	100000	0,999	0,05568770	66
0,0001	100000	0,999	0,06307551	54
0,0001	100000	0,999	0,06116157	61
0,0001	100000	0,999	0,07146274	62
0,0001	100000	0,999	0,10798324	68
0,0001	100000	0,999	0,05656071	56
0,0001	1000	0,99995	1,02567625	44
0,0001	1000	0,99995	1,00765034	54
0,0001	1000	0,99995	0,99377756	53
0,0001	1000	0,99995	1,26707833	50
0,0001	1000	0,99995	1,02872158	46
0,0001	1000	0,99995	0,92822390	56
0,0001	1000	0,99995	1,02049385	51
0,0001	1000	0,99995	1,15299615	55
0,0001	1000	0,99995	1,22079604	44
0,0001	1000	0,99995	1,13240751	52
0,0001	10000	0,99995	1,03659754	58
0,0001	10000	0,99995	1,06274134	44
0,0001	10000	0,99995	1,08505536	52
0,0001	10000	0,99995	1,10688522	44
0,0001	10000	0,99995	1,08743114	52
0,0001	10000	0,99995	1,03489342	55
0,0001	10000	0,99995	1,05810285	50
0,0001	10000	0,99995	1,08912414	52
0,0001	10000	0,99995	1,02747178	53
0,0001	10000	0,99995	1,13362710	51
0,0001	100000	0,99995	1,19940539	53
0,0001	100000	0,99995	1,48186218	52
0,0001	100000	0,99995	1,18610813	42
0,0001	100000	0,99995	1,17124338	50
0,0001	100000	0,99995	1,22002334	50
0,0001	100000	0,99995	1,62795093	51
0,0001	100000	0,99995	1,29700103	48
0,0001	100000	0,99995	1,24246944	53
0,0001	100000	0,99995	1,18987823	42
0,0001	100000	0,99995	1,17772128	52
