1000	0,99	0,0768292	2586
1000	0,999	0,7728426	2148
1000	0,9999	8,1404388	1895
1000	0,99999	84,5355588	1800
10000	0,99	0,0879948	2654
10000	0,999	0,9999181	1903
10000	0,9999	9,1948573	1974
10000	0,99999	96,621077	1789
100000	0,99	0,1114943	2574
100000	0,999	1,4252657	2095
100000	0,9999	11,3756357	1920
100000	0,99999	108,438861	1797
1000000	0,99	0,1298057	2392
1000000	0,999	1,2285402	1949
1000000	0,9999	12,2070465	1854
1000000	0,99999	124,5236285	1723
