1000	0,99	0,0555778	2517
1000	0,999	0,6337756	2118
1000	0,9999	7,1151221	2061
1000	0,99999	69,3551488	2026
10000	0,99	0,0637316	2313
10000	0,999	0,6248553	2152
10000	0,9999	6,8943891	2059
10000	0,99999	80,8461247	2060
100000	0,99	0,1212015	2451
100000	0,999	0,7050171	2191
100000	0,9999	9,8670451	2034
100000	0,99999	93,009841	2028
1000000	0,99	0,0819562	2457
1000000	0,999	0,7958865	2060
1000000	0,9999	9,2126684	2028
1000000	0,99999	99,8827995	2026
