0,0001	1000	0,99	0,25677730	13881
0,0001	1000	0,99	0,25172420	12884
0,0001	1000	0,99	0,25720330	13363
0,0001	1000	0,99	0,25479810	13004
0,0001	1000	0,99	0,27942340	12971
0,0001	10000	0,99	0,32966410	13652
0,0001	10000	0,99	0,34351510	13402
0,0001	10000	0,99	0,32559330	13507
0,0001	10000	0,99	0,30793580	13610
0,0001	10000	0,99	0,32299730	13738
0,0001	100000	0,99	0,35695160	13411
0,0001	100000	0,99	0,42481680	13094
0,0001	100000	0,99	0,34678300	13546
0,0001	100000	0,99	0,42081240	13435
0,0001	100000	0,99	0,40230030	14120
0,0001	1000000	0,99	0,45060180	14027
0,0001	1000000	0,99	0,48502590	13412
0,0001	1000000	0,99	0,51321140	13339
0,0001	1000000	0,99	0,52039630	14185
0,0001	1000000	0,99	0,51157410	13523
0,0001	1000	0,999	2,95990240	8521
0,0001	1000	0,999	2,66962280	8739
0,0001	1000	0,999	3,05884590	9109
0,0001	1000	0,999	3,55306670	7831
0,0001	1000	0,999	2,55094600	8622
0,0001	10000	0,999	3,89549540	8631
0,0001	10000	0,999	3,09726350	7943
0,0001	10000	0,999	4,08906960	9020
0,0001	10000	0,999	3,08865650	8591
0,0001	10000	0,999	3,31508610	8106
0,0001	100000	0,999	4,73032140	8444
0,0001	100000	0,999	3,56787440	8365
0,0001	100000	0,999	3,40265230	8856
0,0001	100000	0,999	3,41162230	8483
0,0001	100000	0,999	3,76604190	8300
0,0001	1000000	0,999	3,89167200	9267
0,0001	1000000	0,999	4,25451980	8383
0,0001	1000000	0,999	5,03997040	8159
0,0001	1000000	0,999	5,31085490	8098
0,0001	1000000	0,999	4,22230980	8862
0,0001	1000	0,9999	28,68987300	5713
0,0001	1000	0,9999	31,49796250	5640
0,0001	1000	0,9999	31,16260820	6003
0,0001	1000	0,9999	28,93236070	5857
0,0001	1000	0,9999	28,57610090	5511
0,0001	10000	0,9999	40,07438770	5414
0,0001	10000	0,9999	31,20914380	5642
0,0001	10000	0,9999	34,77945840	5936
0,0001	10000	0,9999	35,60731000	5736
0,0001	10000	0,9999	37,04748430	5477
0,0001	100000	0,9999	42,44038370	5388
0,0001	100000	0,9999	36,90255150	5345
0,0001	100000	0,9999	35,72577330	5640
0,0001	100000	0,9999	38,97598900	5412
0,0001	100000	0,9999	38,32096700	5999
0,0001	1000000	0,9999	42,73107480	5600
0,0001	1000000	0,9999	42,55159760	5794
0,0001	1000000	0,9999	40,90871720	5657
0,0001	1000000	0,9999	40,41009390	5271
0,0001	1000000	0,9999	39,14706590	5683
0,0001	1000	0,99999	293,28486550	4796
0,0001	1000	0,99999	269,89014850	4724
